Actual Time,Run Time,Date Time,Temperature_MS8607,Temperature_DHT22,Humidity_MS8607,Humidity_DHT22,Pressure,Dust_PM10Standard,Dust_PM25Standard,Dust_PM100Standard,Dust_PM10Env,Dust_PM25Env,Dust_PM100Env,Dust_Particles03um,Dust_Particles05um,Dust_Particles10um,Dust_Particles25um,Dust_Particles50um,Dust_Particles100,VolatileOrganicCompounds_eCO2,VolatileOrganicCompounds_TVOC
1643673789.8920348,445217.8755991459,2022-01-31 17:03:09.892049,19.87,18.9,-6.0,1.0,669.30751624653,0,0,0,0,0,0,0,0,0,0,0,0,569,26
1643673790.935042,445218.91860866547,2022-01-31 17:03:10.935056,19.87,18.9,-6.0,1.0,669.28501574172,0,0,0,0,0,0,0,0,0,0,0,0,566,21
1643673791.7571456,445219.7407193184,2022-01-31 17:03:11.757158,19.88,18.9,-6.0,1.0,669.29251590999,0,0,0,0,0,0,0,0,0,0,0,0,570,23
1643673792.5225284,445220.5060956478,2022-01-31 17:03:12.522542,19.88,18.9,-6.0,1.0,669.30751624653,0,0,0,0,0,0,0,0,0,0,0,0,570,25
1643673793.6074245,445221.59099555016,2022-01-31 17:03:13.607436,19.88,18.9,-6.0,1.0,669.3675175926901,0,0,0,0,0,0,0,0,0,0,0,0,571,23
1643673794.3843362,445222.3679089546,2022-01-31 17:03:14.384364,19.88,18.9,-6.0,1.0,669.29251590999,0,0,0,0,0,0,0,0,0,0,0,0,567,23
1643673795.211096,445223.19466900826,2022-01-31 17:03:15.211108,19.88,18.9,-6.0,1.0,669.30751624653,0,0,0,0,0,0,0,0,0,0,0,0,565,23
1643673796.2291543,445224.21271920204,2022-01-31 17:03:16.229167,19.87,18.9,-6.0,1.0,669.3675175926901,0,0,0,0,0,0,0,0,0,0,0,0,570,22
1643673797.0574512,445225.04101729393,2022-01-31 17:03:17.057463,19.88,18.9,-6.0,1.0,669.3675175926901,0,0,0,0,0,0,0,0,0,0,0,0,573,19
1643673797.820991,445225.80456376076,2022-01-31 17:03:17.821005,19.88,18.9,-6.0,1.0,669.30751624653,0,0,0,0,0,0,0,0,0,0,0,0,566,25
1643673798.8531377,445226.8367023468,2022-01-31 17:03:18.853151,19.87,18.9,-6.0,1.0,669.3600174244201,0,0,0,0,0,0,0,0,0,0,0,0,565,22
1643673799.67035,445227.653911829,2022-01-31 17:03:19.670364,19.88,18.9,-6.0,1.0,669.29251590999,0,0,0,0,0,0,0,0,0,0,0,0,564,21
1643673800.4583697,445228.4419412613,2022-01-31 17:03:20.458394,19.89,18.9,-6.0,1.0,669.3225165830701,0,0,0,0,0,0,0,0,0,0,0,0,571,24
1643673801.5331926,445229.5167658329,2022-01-31 17:03:21.533207,19.88,18.9,-6.0,1.0,669.3825179292301,0,0,0,0,0,0,0,0,0,0,0,0,571,30
1643673802.3013492,445230.28491687775,2022-01-31 17:03:22.301364,19.89,18.9,-6.0,1.0,669.30751624653,0,0,0,0,0,0,0,0,0,0,0,0,570,22
1643673803.1218307,445231.1054017544,2022-01-31 17:03:23.121844,19.9,18.9,-6.0,1.0,669.33001675134,0,0,0,0,0,0,0,0,0,0,0,0,572,23
1643673804.1476455,445232.1312158108,2022-01-31 17:03:24.147658,19.89,18.9,-6.0,1.0,669.3225165830701,0,0,0,0,0,0,0,0,0,0,0,0,568,24
1643673804.9783869,445232.96194410324,2022-01-31 17:03:24.978402,19.9,18.9,-6.0,1.0,669.30751624653,0,0,0,0,0,0,0,0,0,0,0,0,571,26
1643673805.7471228,445233.7306854725,2022-01-31 17:03:25.747138,19.91,19.0,-6.0,1.0,669.2550150686401,0,0,0,0,0,0,0,0,0,0,0,0,576,24
1643673806.788838,445234.7723994255,2022-01-31 17:03:26.788851,19.9,19.0,-6.0,1.0,669.3225165830701,0,0,0,0,0,0,0,0,0,0,0,0,569,18
1643673807.6100917,445235.59366202354,2022-01-31 17:03:27.610105,19.9,19.0,-6.0,1.0,669.3225165830701,0,0,0,0,0,0,0,0,0,0,0,0,570,20
1643673808.375024,445236.3585984707,2022-01-31 17:03:28.375038,19.91,18.9,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,567,15
1643673809.460195,445237.44375634193,2022-01-31 17:03:29.460210,19.9,18.9,-6.0,1.0,669.30751624653,0,0,0,0,0,0,0,0,0,0,0,0,570,19
1643673810.2235353,445238.207105875,2022-01-31 17:03:30.223548,19.91,18.9,-6.0,1.0,669.3225165830701,0,0,0,0,0,0,0,0,0,0,0,0,574,20
1643673811.0509255,445239.03450107574,2022-01-31 17:03:31.050939,19.91,19.0,-6.0,1.0,669.33001675134,0,0,0,0,0,0,0,0,0,0,0,0,570,26
1643673812.075662,445240.05923461914,2022-01-31 17:03:32.075689,19.9,19.0,-6.0,1.0,669.3225165830701,0,0,0,0,0,0,0,0,0,0,0,0,580,25
1643673812.9176655,445240.90124082565,2022-01-31 17:03:32.917679,19.9,19.0,-6.0,1.0,669.3225165830701,0,0,0,0,0,0,0,0,0,0,0,0,574,23
